Date,Num1,Num2,Num3,Num4,Num5,MegaBall
2019-06-18,14,22,12,48,24,21
2019-06-14,40,65,19,47,57,6
2019-06-11,34,20,39,57,43,13
2019-06-07,27,68,17,19,40,2
2019-06-04,46,25,48,68,37,25
2019-05-31,67,8,26,7,65,4
2019-05-28,50,9,42,21,34,21
2019-05-24,62,14,44,56,41,10
2019-05-21,58,55,10,50,56,15
2019-05-17,5,32,28,17,63,11
2019-05-14,67,68,11,59,66,18
2019-05-10,61,62,21,16,3,19
2019-05-07,54,3,63,6,34,19
2019-05-03,16,8,68,66,22,11
2019-04-30,37,41,70,24,61,20
2019-04-26,30,46,23,9,17,10
2019-04-23,7,67,30,48,24,9
2019-04-19,44,43,18,57,25,25
2019-04-16,11,34,29,54,48,10
2019-04-12,24,25,1,70,40,4
2019-04-09,22,11,58,34,44,9
2019-04-05,38,8,22,64,24,21
2019-04-02,64,47,59,58,33,25
2019-03-29,66,15,62,5,14,3
2019-03-26,4,14,22,43,58,9
2019-03-22,36,62,58,60,7,10
2019-03-19,67,10,42,68,53,15
2019-03-15,64,62,56,3,29,4
2019-03-12,16,57,12,49,10,18
2019-03-08,68,42,4,9,62,7
2019-03-05,15,32,20,52,37,6
2019-03-01,33,29,66,39,60,21
2019-02-26,10,12,60,24,14,20
2019-02-22,34,55,18,24,31,4
2019-02-19,65,24,56,34,17,3
2019-02-15,65,43,40,38,10,12
2019-02-12,15,39,65,50,32,7
2019-02-08,42,48,31,24,14,13
2019-02-05,36,66,3,34,59,7
2019-02-01,2,37,48,66,68,11
2019-01-29,10,54,53,33,62,22
2019-01-25,61,8,16,30,38,10
2019-01-22,4,15,37,64,59,16
2019-01-18,2,43,48,62,64,24
2019-01-15,60,58,29,52,62,7
2019-01-11,31,5,4,62,69,20
2019-01-08,13,38,26,29,64,5
2019-01-04,29,60,35,21,54,15
2019-01-01,57,70,34,62,44,14
2018-12-28,9,38,37,10,25,21
2018-12-25,8,42,50,43,2,6
2018-12-21,70,13,61,10,62,5
2018-12-18,69,32,13,60,22,9
2018-12-14,26,5,49,43,22,23
2018-12-11,59,38,4,54,39,12
2018-12-07,33,4,10,20,57,13
2018-12-04,28,41,50,31,42,4
2018-11-30,25,63,40,43,28,19
2018-11-27,24,42,57,37,12,18
2018-11-23,10,7,30,33,59,23
2018-11-20,16,31,66,10,42,10
2018-11-16,63,36,33,68,69,16
2018-11-13,65,69,46,57,34,11
2018-11-09,27,67,8,14,57,5
2018-11-06,28,34,56,69,37,12
2018-11-02,62,3,28,46,23,16
2018-10-30,20,49,39,31,46,23
2018-10-26,28,1,61,63,62,5
2018-10-23,28,70,5,62,65,5
2018-10-19,65,53,23,15,70,7
2018-10-16,69,45,61,3,49,9
2018-10-12,70,24,46,4,61,7
2018-10-09,54,22,39,20,60,18
2018-10-05,41,32,27,69,28,12
2018-10-02,2,29,34,31,22,1
2018-09-28,39,56,45,52,59,15
2018-09-25,48,32,8,61,16,12
2018-09-21,11,52,64,2,1,9
2018-09-18,43,32,31,63,68,17
2018-09-14,40,66,23,30,43,13
2018-09-11,62,51,15,30,67,19
2018-09-07,8,68,10,54,41,10
2018-09-04,2,25,44,35,7,3
2018-08-31,7,18,45,32,29,17
2018-08-28,33,34,20,3,41,20
2018-08-24,6,1,18,13,49,8
2018-08-21,57,38,19,14,16,11
2018-08-17,47,32,1,56,31,3
2018-08-14,44,26,11,45,46,11
2018-08-10,3,42,22,12,1,6
2018-08-07,13,21,62,2,15,2
2018-08-03,30,60,28,54,9,2
2018-07-31,35,64,15,69,12,9
2018-07-27,49,1,63,40,32,20
2018-07-24,19,2,4,1,29,20
2018-07-20,44,14,30,62,1,1
2018-07-17,61,40,66,67,41,12
2018-07-13,39,22,68,21,59,2
2018-07-10,28,56,70,1,17,14
2018-07-06,56,50,46,2,10,16
2018-07-03,68,13,45,35,49,23
2018-06-29,68,49,32,2,47,23
2018-06-26,39,25,60,29,17,19
2018-06-22,44,11,6,2,27,20
2018-06-19,13,28,11,70,65,14
2018-06-15,37,51,11,1,47,6
2018-06-12,70,3,5,1,8,3
2018-06-08,33,56,30,14,44,13
2018-06-05,48,52,33,41,22,4
2018-06-01,24,52,62,5,66,17
2018-05-29,58,2,67,11,55,2
2018-05-25,68,64,51,11,14,25
2018-05-22,36,16,21,17,48,9
2018-05-18,53,9,26,64,66,11
2018-05-15,44,49,21,61,34,21
2018-05-11,38,14,40,70,53,22
2018-05-08,64,67,39,8,15,13
2018-05-04,10,4,12,18,5,21
2018-05-01,55,70,2,20,7,1
2018-04-27,38,2,63,66,29,11
2018-04-24,48,32,3,19,31,10
2018-04-20,32,45,1,18,15,4
2018-04-17,47,44,34,65,12,22
2018-04-13,8,9,42,32,59,10
2018-04-10,43,31,5,13,53,20
2018-04-06,33,51,67,16,54,20
2018-04-03,4,29,39,42,62,14
2018-03-30,11,28,31,46,59,1
2018-03-27,7,25,43,56,59,13
2018-03-23,4,8,23,53,59,17
2018-03-20,14,38,51,64,70,9
2018-03-16,1,13,26,33,52,11
2018-03-13,6,30,58,60,61,17
2018-03-09,7,17,18,46,66,22
2018-03-06,1,4,26,35,39,22
2018-03-02,24,28,42,60,64,8
2018-02-27,10,17,21,38,43,23
2018-02-23,7,11,13,19,58,9
2018-02-20,17,19,23,24,43,14
2018-02-16,14,38,48,53,58,16
2018-02-13,5,12,15,46,49,1
2018-02-09,28,34,41,46,47,14
2018-02-06,14,17,25,48,58,25
2018-02-02,1,4,14,17,40,4
2018-01-30,29,41,42,49,57,24
2018-01-26,10,16,27,38,43,1
2018-01-23,2,6,30,31,55,7
2018-01-19,3,17,23,49,66,23
2018-01-16,3,11,23,29,59,18
2018-01-12,17,18,33,46,60,24
2018-01-09,16,29,31,65,67,23
2018-01-05,28,30,39,59,70,10
2018-01-02,1,42,47,64,70,22
2017-12-29,4,10,18,28,62,7
2017-12-26,10,12,20,38,41,25
2017-12-22,1,20,30,33,42,16
2017-12-19,28,37,39,42,58,2
2017-12-15,4,12,36,44,57,19
2017-12-12,8,23,24,25,27,9
2017-12-08,6,37,46,60,70,24
2017-12-05,14,15,37,42,67,22
2017-12-01,16,22,40,41,59,8
2017-11-28,10,17,47,51,61,5
2017-11-24,16,36,54,61,64,22
2017-11-21,3,7,22,27,50,3
2017-11-17,3,26,55,58,70,15
2017-11-14,1,14,21,22,28,19
2017-11-10,6,23,38,42,58,24
2017-11-07,1,54,60,68,69,11
2017-11-03,10,22,42,61,69,3
2017-10-31,6,28,31,52,53,12
2017-10-27,17,27,41,51,52,13
2017-10-24,20,24,34,56,64,6
2017-10-17,31,45,49,56,70,11
2017-10-13,2,7,18,26,31,12
2017-10-10,7,16,24,61,62,2
2017-10-06,21,33,36,45,56,12
2017-10-03,12,18,19,25,67,7
2017-09-22,5,39,54,63,66,15
2017-09-19,9,28,31,50,61,10
2017-09-15,18,24,34,38,58,3
2017-09-12,26,37,41,54,65,3
2017-09-01,4,13,31,50,64,12
2017-08-25,17,38,42,51,65,11
2017-08-22,24,35,46,50,51,7
2017-08-11,23,33,53,56,58,6
2017-07-28,4,6,31,49,52,11
2017-07-25,2,5,26,58,60,6
2017-07-07,2,9,11,28,60,10
2017-06-30,10,38,51,55,64,6
2017-06-27,4,21,45,52,57,14
2017-06-20,2,15,41,49,63,3
2017-06-16,18,22,26,30,44,9
2017-06-09,3,16,28,33,37,9
2017-05-30,5,20,32,37,67,5
2017-05-26,25,26,28,37,56,5
2017-05-23,6,13,17,33,60,14
2017-05-19,1,4,5,24,30,1
2017-05-12,28,34,41,42,47,13
2017-05-05,4,23,33,47,53,7
2017-05-02,5,14,42,43,58,1
2017-04-28,6,13,18,20,31,13
2017-04-25,3,13,33,40,50,2
2017-04-21,1,12,13,32,34,10
2017-04-18,8,29,30,43,64,6
2017-04-11,19,34,35,38,49,8
2017-04-07,30,33,43,47,69,15
2017-04-04,13,24,34,35,55,9
2017-03-31,17,24,27,32,58,10
2017-03-28,30,33,35,37,46,10
2017-03-24,5,28,37,61,69,1
2017-03-17,11,27,31,58,60,10
2017-03-14,16,23,28,33,59,13
2017-03-10,26,38,42,58,70,5
2017-03-07,3,30,45,53,68,11
2017-03-03,14,26,39,48,51,9
2017-02-28,20,33,45,58,69,4
2017-02-24,12,29,33,42,68,14
2017-02-14,7,11,33,60,68,15
2017-02-03,3,6,29,30,64,3
2017-01-27,17,37,53,54,61,8
2017-01-24,8,42,54,63,67,11
2017-01-20,7,9,24,41,53,14
2017-01-17,20,31,54,56,59,3
2017-01-10,11,20,40,41,59,15
2017-01-06,6,10,44,47,54,6
2017-01-03,14,16,23,49,53,12
2016-12-30,6,21,33,39,43,2
2016-12-27,2,28,30,38,39,11
2016-12-23,21,30,39,60,69,15
2016-12-20,1,12,14,48,65,2
2016-12-16,1,8,15,36,43,6
2016-12-13,2,15,26,34,41,14
2016-12-09,19,27,47,67,68,1
2016-12-06,13,34,48,53,63,12
2016-12-02,3,33,35,49,51,1
2016-11-29,22,33,49,51,59,8
2016-11-22,1,43,45,66,69,7
2016-11-18,31,32,49,55,58,15
2016-11-11,16,40,47,53,59,11
2016-11-04,10,29,32,44,46,10
2016-11-01,19,24,31,39,45,13
2016-10-28,7,38,46,57,66,2
2016-10-25,8,9,24,49,67,13
2016-10-21,12,43,44,48,66,3
2016-10-11,36,39,42,45,48,3
2016-10-07,24,37,42,50,65,14
2016-10-04,18,29,30,54,66,1
2016-09-30,21,30,47,50,57,9
2016-09-23,1,5,8,25,62,14
2016-09-16,13,21,28,34,40,15
2016-09-13,6,15,17,39,56,15
2016-09-09,1,34,43,44,63,11
2016-09-02,22,28,41,46,60,3
2016-08-26,10,11,31,41,44,14
2016-08-23,2,7,46,61,66,1
2016-08-16,2,43,52,62,63,6
2016-08-12,4,41,44,56,69,10
2016-08-09,12,19,20,44,66,1
2016-08-02,3,12,36,54,70,12
2016-07-29,11,16,19,31,48,4
2016-07-26,1,4,31,36,54,9
2016-07-22,8,24,25,26,30,7
2016-07-19,3,34,54,65,66,4
2016-07-15,16,51,52,56,58,4
2016-07-12,6,8,22,46,68,4
2016-07-01,20,41,42,45,49,14
2016-06-28,15,17,20,35,55,7
2016-06-24,11,14,54,57,63,11
2016-06-21,6,13,21,49,50,10
2016-06-17,20,23,30,44,59,9
2016-06-14,36,37,38,52,62,6
2016-06-10,34,61,66,67,68,7
2016-05-31,9,31,34,41,49,8
2016-05-27,18,41,50,68,70,9
2016-05-20,19,24,26,40,68,8
2016-05-13,20,21,38,54,66,7
2016-05-06,14,26,27,32,36,7
2016-05-03,28,29,33,36,45,15
2016-04-26,14,16,17,28,48,2
2016-04-22,2,19,21,42,60,13
2016-04-19,9,28,40,57,65,2
2016-04-12,7,11,59,62,63,3
2016-04-05,13,45,52,53,57,10
2016-04-01,25,28,33,41,69,6
2016-03-29,33,38,40,46,49,15
2016-03-25,4,11,12,35,46,12
2016-03-22,6,19,34,38,70,5
2016-03-15,18,26,30,44,68,7
2016-03-08,27,37,54,66,69,5
2016-03-01,1,29,33,34,55,6
2016-02-23,16,32,39,53,57,10
2016-02-16,9,31,33,46,64,4
2016-02-02,7,13,25,51,70,9
2016-01-29,20,28,49,51,52,6
2016-01-26,14,27,39,50,69,2
2016-01-22,21,25,40,46,56,3
2016-01-19,2,17,31,39,47,9
2016-01-15,29,41,53,54,70,12
2016-01-12,15,27,29,31,48,15
2016-01-05,1,4,36,48,57,13
2016-01-01,7,18,37,38,39,9
2015-12-25,15,25,29,44,51,4
2015-12-22,11,21,40,50,70,15
2015-12-18,6,23,24,28,62,7
2015-12-15,18,25,47,51,61,5
2015-12-11,14,20,43,54,69,5
2015-12-01,5,7,25,50,59,12
2015-11-27,16,20,39,56,59,12
2015-11-24,2,19,30,38,70,8
2015-11-20,9,12,29,37,67,15
2015-11-17,12,14,18,24,61,10
2015-11-13,17,18,31,35,59,9
2015-10-30,17,41,51,53,56,15
2015-10-23,25,32,37,45,70,1
2015-10-20,6,25,35,38,52,4
2015-10-16,2,38,48,61,68,4
2015-10-13,7,9,24,38,52,1
2015-10-06,17,58,63,64,66,13
2015-10-02,4,14,29,31,47,9
2015-09-29,8,21,30,61,62,9
2015-09-25,3,8,38,51,64,4
2015-09-22,28,30,38,45,51,8
2015-09-18,17,34,35,51,65,7
2015-09-15,7,20,35,49,56,9
2015-09-11,5,11,31,50,67,14
2015-09-08,19,20,36,41,46,7
2015-09-04,17,21,39,52,57,5
2015-09-01,2,5,35,40,54,13
2015-08-28,13,35,40,60,68,9
2015-08-25,5,44,54,59,63,1
2015-08-18,2,7,33,39,53,9
2015-08-11,3,8,29,57,68,8
2015-08-07,1,38,53,63,66,10
2015-08-04,2,19,44,51,57,14
2015-07-31,28,32,33,40,46,10
2015-07-24,10,12,26,60,62,13
2015-07-17,6,17,30,31,41,15
2015-07-10,24,27,45,51,54,8
2015-07-07,6,15,16,28,49,14
2015-06-30,11,17,34,43,50,15
2015-06-26,12,23,33,47,50,3
2015-06-23,6,13,38,56,70,2
2015-06-19,4,35,36,52,68,8
2015-06-16,8,19,26,56,67,14
2015-06-12,1,40,42,56,62,2
2015-06-09,6,16,17,25,36,7
2015-06-05,7,22,27,41,49,10
2015-06-02,2,9,11,22,23,12
2015-05-29,20,27,38,49,66,2
2015-05-22,3,14,15,25,48,8
2015-05-19,10,12,21,29,65,10
2015-05-12,14,30,33,36,44,2
2015-04-28,22,27,55,58,63,11
2015-04-24,24,25,29,47,67,4
2015-04-21,31,33,35,41,69,11
2015-04-17,15,18,29,41,50,5
2015-04-10,6,11,32,46,68,9
2015-04-07,5,15,22,26,64,6
2015-03-27,17,21,36,58,70,3
2015-03-24,2,23,32,45,55,12
2015-03-17,11,27,44,45,58,3
2015-03-13,8,22,30,42,45,3
2015-03-03,9,11,42,44,50,3
2015-02-27,7,49,53,60,64,4
2015-02-24,15,23,26,45,66,4
2015-02-20,2,6,8,52,66,13
2015-02-17,6,45,50,65,66,1
2015-02-06,5,6,17,33,68,13
2015-02-03,11,22,25,58,69,13
2015-01-30,18,31,39,45,55,6
2015-01-27,5,26,27,44,57,7
2015-01-20,31,35,56,59,63,6
2015-01-16,26,32,44,45,58,11
2015-01-13,12,20,25,50,51,7
2015-01-09,37,49,50,56,57,8
2014-12-30,3,7,44,63,67,12
2014-12-26,2,5,10,20,38,14
2014-12-23,4,10,31,56,66,7
2014-12-19,14,18,58,59,68,4
2014-12-12,2,31,46,58,65,7
2014-12-09,27,45,49,51,52,14
2014-12-05,4,5,11,51,59,5
2014-12-02,13,18,22,49,62,11
2014-11-28,8,26,29,36,47,10
2014-11-25,10,11,29,47,56,4
2014-11-21,3,12,35,37,63,15
2014-11-14,3,49,61,62,68,15
2014-11-07,31,35,41,65,66,5
2014-11-04,9,15,24,39,41,1
2014-10-31,11,29,36,58,67,15
2014-10-28,3,50,57,58,60,11
2014-10-24,2,14,21,28,55,3
2014-10-21,5,35,37,41,66,11
2014-10-17,21,31,43,56,60,12
2014-10-14,11,37,46,64,68,15
2014-10-10,2,32,35,50,59,3
2014-10-07,16,29,46,48,55,2
2014-10-03,3,20,34,58,67,6
2014-09-30,3,16,52,54,61,6
2014-09-26,17,26,35,46,62,9
2014-09-23,21,24,25,40,43,12
2014-09-19,16,25,27,29,34,2
2014-09-12,18,28,33,36,42,7
2014-09-05,7,12,20,24,59,7
2014-08-26,29,31,51,60,64,1
2014-08-15,16,19,28,29,68,9
2014-08-12,32,53,60,63,68,6
2014-08-05,25,28,36,45,53,6
2014-07-25,22,29,33,41,68,12
2014-07-22,14,18,22,31,47,15
2014-07-15,2,4,17,36,40,5
2014-07-11,9,13,30,35,69,10
2014-07-08,14,25,27,48,49,9
2014-07-04,16,33,39,58,69,2
2014-07-01,9,22,38,47,49,15
2014-06-27,15,29,31,46,64,10
2014-06-24,13,17,24,47,65,10
2014-06-20,1,22,25,29,56,3
2014-06-17,10,14,24,47,60,3
2014-06-13,7,38,46,49,56,1
2014-05-30,10,13,42,43,62,2
2014-05-27,1,6,10,46,58,13
2014-05-23,12,14,21,38,70,15
2014-05-20,10,40,63,64,69,7
2014-05-16,13,14,16,50,56,11
2014-05-09,10,28,39,51,59,14
2014-05-06,18,20,27,48,51,5
2014-05-02,1,18,26,35,40,13
2014-04-29,7,43,59,61,66,3
2014-04-25,3,11,18,20,66,9
2014-04-22,2,18,19,49,50,1
2014-04-18,18,25,38,45,63,9
2014-04-15,4,39,46,47,70,13
2014-04-11,3,42,44,47,57,8
2014-04-04,1,10,15,41,54,9
2014-03-21,2,23,30,35,53,10
2014-03-18,11,19,24,33,51,7
2014-03-14,7,20,40,54,69,12
2014-03-11,9,14,56,57,69,10
2014-03-07,11,13,51,57,69,1
2014-03-04,10,29,31,35,45,10
2014-02-28,3,31,50,58,59,6
2014-02-25,12,18,25,35,66,15
2014-02-21,23,29,32,45,46,15
2014-02-18,23,29,31,37,70,14
2014-02-07,11,21,23,35,64,10
2014-01-31,3,9,13,47,52,8
2014-01-28,7,16,28,53,60,2
2014-01-24,22,45,46,47,65,10
2014-01-21,8,23,33,45,52,4
2014-01-17,1,10,26,31,51,11
2014-01-14,4,23,26,62,69,13
2014-01-10,8,28,36,37,57,8
2014-01-07,13,34,56,62,64,6
2014-01-03,22,24,25,40,70,5
2013-12-31,8,12,34,52,58,8
2013-12-27,4,15,35,48,49,11
2013-12-20,3,4,31,49,57,6
2013-12-17,8,14,17,20,39,7
2013-12-13,19,24,26,27,70,12
2013-12-10,5,12,22,41,65,13
2013-12-06,11,29,44,63,64,3
2013-12-03,7,12,41,44,59,3
2013-11-29,9,41,43,47,57,5
2013-11-22,17,23,35,36,44,8
2013-11-19,14,15,29,49,63,2
2013-11-15,25,44,49,54,63,8
2013-11-08,41,42,51,57,65,7
2013-11-01,32,35,49,62,67,1
2013-10-29,20,33,50,53,54,7
2013-10-25,6,16,45,54,60,15
2013-10-18,5,20,45,48,56,1
2013-10-15,4,23,30,43,50,11
2013-10-11,3,27,37,45,48,4
2013-10-08,6,15,19,23,40,5
2013-10-04,4,16,24,25,44,5
2013-10-01,7,10,30,37,53,1
2013-09-27,9,23,27,49,51,2
2013-09-24,4,11,32,39,40,3
2013-09-20,1,15,20,21,47,2
2013-09-17,6,15,27,31,39,25
2013-09-13,9,22,28,48,54,8
2013-09-10,2,12,18,54,56,1
2013-09-06,2,16,17,22,41,4
2013-09-03,4,13,14,28,41,3
2013-08-30,6,19,24,43,44,2
2013-08-27,4,7,30,36,38,4
2013-08-23,1,9,17,20,53,14
2013-08-20,13,28,35,38,41,3
2013-08-16,7,13,26,36,46,4
2013-08-13,2,31,32,37,41,4
2013-08-09,11,20,30,34,38,12
2013-08-06,1,11,16,51,55,3
2013-08-02,8,21,23,25,39,4
2013-07-30,25,27,36,42,44,3
2013-07-26,4,22,23,27,38,4
2013-07-23,25,32,35,50,51,3
2013-07-19,16,20,24,39,42,3
2013-07-16,10,14,21,40,53,20
2013-07-12,4,5,25,27,51,10
2013-07-09,3,21,43,45,48,14
2013-07-05,2,23,41,47,54,4
2013-07-02,36,42,51,52,53,4
2013-06-28,8,15,35,46,52,4
2013-06-25,3,5,28,33,51,16
2013-06-21,3,14,17,40,50,3
2013-06-18,6,17,34,40,48,2
2013-06-14,2,5,31,33,34,20
2013-06-11,15,40,45,50,53,4
2013-06-07,1,10,37,48,55,21
2013-06-04,10,11,12,20,55,19
2013-05-31,2,20,26,44,46,3
2013-05-28,4,12,25,32,54,4
2013-05-24,4,5,16,18,53,4
2013-05-21,2,15,17,48,55,11
2013-05-17,11,15,35,43,49,4
2013-05-14,6,10,12,28,32,4
2013-05-10,1,19,20,39,49,4
2013-05-07,1,6,13,20,51,4
2013-05-03,2,20,34,42,54,2
2013-04-30,21,30,34,39,49,3
2013-04-26,17,42,49,54,55,4
2013-04-23,9,21,22,32,50,10
2013-04-19,6,8,12,22,43,4
2013-04-16,2,5,15,18,39,2
2013-04-12,1,10,13,19,21,3
2013-04-09,17,30,41,48,54,13
2013-04-05,8,15,23,36,41,5
2013-04-02,7,10,14,40,47,4
2013-03-29,25,31,36,46,53,21
2013-03-26,20,33,46,49,51,4
2013-03-22,14,27,34,37,41,4
2013-03-19,3,6,14,21,37,3
2013-03-15,4,8,17,22,32,8
2013-03-12,9,12,19,20,30,4
2013-03-08,4,11,25,34,35,4
2013-03-05,6,20,39,41,46,3
2013-03-01,17,30,38,43,51,20
2013-02-26,6,7,13,15,43,7
2013-02-22,9,13,24,38,49,3
2013-02-19,1,15,19,30,56,3
2013-02-15,11,35,41,42,44,4
2013-02-12,9,22,32,38,55,3
2013-02-08,6,15,20,39,50,5
2013-02-05,2,5,10,26,44,4
2013-02-01,1,30,32,40,41,17
2013-01-29,8,12,27,46,47,6
2013-01-25,11,12,17,31,48,1
2013-01-22,7,11,16,39,54,13
2013-01-18,8,18,25,42,49,14
2013-01-15,1,6,12,19,41,14
2013-01-11,24,29,30,34,56,1
2013-01-08,3,20,21,38,42,19
2013-01-04,1,2,23,25,55,4
2013-01-01,4,11,21,25,44,4
2012-12-28,10,13,32,40,41,4
2012-12-25,2,3,18,34,48,4
2012-12-21,3,18,32,41,56,19
2012-12-18,1,6,7,18,29,16
2012-12-14,11,28,33,41,43,4
2012-12-11,39,44,51,52,54,13
2012-12-07,7,43,44,51,56,4
2012-12-04,3,19,24,32,43,4
2012-11-30,11,22,24,28,31,3
2012-11-27,5,12,26,42,49,24
2012-11-23,8,37,44,47,48,4
2012-11-20,9,13,22,38,52,4
2012-11-16,5,24,26,29,53,4
2012-11-13,6,12,31,46,56,2
2012-11-09,18,22,33,35,40,11
2012-11-06,3,5,13,32,35,6
2012-11-02,4,18,22,38,44,24
2012-10-30,5,12,18,29,56,4
2012-10-26,4,15,24,36,40,2
2012-10-23,1,17,42,46,55,1
2012-10-19,14,34,36,48,53,3
2012-10-16,13,37,40,46,52,4
2012-10-12,6,10,24,26,42,15
2012-10-09,6,15,16,22,37,3
2012-10-05,8,9,16,32,39,15
2012-10-02,10,11,20,42,55,9
2012-09-28,6,8,14,43,56,4
2012-09-25,7,8,23,50,51,3
2012-09-21,3,13,14,46,55,4
2012-09-18,5,9,22,36,49,3
2012-09-14,16,17,21,40,51,20
2012-09-11,5,11,20,33,36,11
2012-09-07,15,32,38,42,46,4
2012-09-04,16,32,39,41,53,16
2012-08-31,31,40,41,47,48,3
2012-08-28,4,9,40,45,50,4
2012-08-24,25,34,45,46,49,2
2012-08-21,5,13,20,23,33,2
2012-08-17,8,20,24,35,56,24
2012-08-14,15,23,34,39,55,4
2012-08-10,10,18,36,38,44,8
2012-08-07,30,32,33,42,48,7
2012-08-03,2,10,13,38,46,2
2012-07-31,5,18,21,29,41,3
2012-07-27,2,3,4,8,43,3
2012-07-24,5,9,38,46,51,5
2012-07-20,2,44,48,50,52,3
2012-07-17,1,13,21,49,55,17
2012-07-13,6,7,13,24,46,2
2012-07-10,3,11,19,23,36,21
2012-07-06,20,23,28,35,39,21
2012-07-03,3,4,24,36,52,4
2012-06-29,28,34,39,45,53,4
2012-06-26,3,16,23,35,36,20
2012-06-22,10,16,19,32,36,13
2012-06-19,11,21,27,30,53,11
2012-06-15,8,12,18,30,40,4
2012-06-12,2,9,17,34,50,4
2012-06-08,4,9,34,40,48,25
2012-06-05,37,39,42,53,55,22
2012-06-01,2,27,38,46,52,3
2012-05-29,2,14,29,53,55,3
2012-05-25,9,15,21,40,54,11
2012-05-22,10,14,35,43,52,16
2012-05-18,3,11,22,34,49,1
2012-05-15,10,11,12,14,24,6
2012-05-11,3,15,29,35,54,8
2012-05-08,2,6,8,18,51,19
2012-05-04,4,11,21,42,53,4
2012-05-01,24,27,31,45,52,4
2012-04-27,2,5,45,46,47,4
2012-04-24,3,9,15,37,38,4
2012-04-20,14,23,26,33,35,3
2012-04-17,1,16,24,32,48,2
2012-04-13,9,14,17,36,42,4
2012-04-10,2,6,12,31,48,25
2012-04-06,2,19,20,24,33,4
2012-04-03,11,35,38,41,52,4
2012-03-30,2,4,23,38,46,23
2012-03-27,9,19,34,44,51,24
2012-03-23,6,17,19,20,21,20
2012-03-20,1,4,6,11,14,4
2012-03-16,28,29,43,51,53,7
2012-03-13,2,8,30,36,48,3
2012-03-09,9,10,27,36,42,11
2012-03-06,20,24,31,33,36,4
2012-03-02,16,29,48,52,54,5
2012-02-28,6,15,29,39,51,3
2012-02-24,1,16,18,25,27,3
2012-02-21,9,30,39,42,47,3
2012-02-17,16,25,28,32,40,3
2012-02-14,3,5,10,26,27,2
2012-02-10,3,4,18,29,50,20
2012-02-07,17,23,30,37,45,4
2012-02-03,7,19,21,49,53,4
2012-01-31,9,17,18,28,43,9
2012-01-27,3,5,30,36,48,23
2012-01-24,10,22,24,36,49,4
2012-01-20,1,9,28,38,47,8
2012-01-17,3,15,31,36,53,2
2012-01-13,10,27,28,37,51,19
2012-01-10,4,10,16,38,48,3
2012-01-06,9,17,28,34,48,2
2012-01-03,2,3,15,22,36,23
2011-12-30,4,24,45,46,52,1
2011-12-27,23,32,33,39,43,8
2011-12-23,3,5,8,18,29,14
2011-12-20,20,24,27,45,51,4
2011-12-16,2,4,26,36,39,3
2011-12-13,5,6,22,26,41,6
2011-12-09,4,12,29,49,51,4
2011-12-06,7,21,29,35,49,4
2011-12-02,24,30,48,51,56,4
2011-11-29,17,29,43,48,52,4
2011-11-25,22,28,42,49,54,3
2011-11-22,4,16,23,33,48,2
2011-11-18,4,13,33,39,55,3
2011-11-15,3,6,24,30,33,21
2011-11-11,2,16,22,29,50,4
2011-11-08,5,31,45,47,54,4
2011-11-04,26,30,32,33,44,1
2011-11-01,27,31,39,40,46,3
2011-10-28,13,31,49,52,56,4
2011-10-25,13,33,40,44,46,8
2011-10-21,6,21,35,37,38,17
2011-10-18,24,25,45,47,53,2
2011-10-14,13,35,42,45,54,4
2011-10-11,25,34,38,44,56,4
2011-10-07,5,15,19,23,38,19
2011-10-04,3,26,40,45,52,11
2011-09-30,3,19,21,44,45,4
2011-09-27,2,20,28,36,45,4
2011-09-23,21,27,32,40,52,4
2011-09-20,6,29,38,50,51,4
2011-09-16,6,23,41,45,56,24
2011-09-13,22,31,43,48,56,4
2011-09-09,7,12,19,23,31,4
2011-09-06,1,36,38,42,49,19
2011-09-02,25,44,48,49,55,20
2011-08-30,2,22,25,28,50,18
2011-08-26,2,3,27,30,47,3
2011-08-23,11,21,44,48,49,23
2011-08-19,5,15,53,54,56,22
2011-08-16,4,38,41,42,43,4
2011-08-12,9,43,51,54,55,13
2011-08-09,11,19,39,45,54,15
2011-08-05,6,24,28,33,42,19
2011-08-02,14,17,19,20,32,4
2011-07-29,8,10,22,47,48,4
2011-07-26,20,25,35,52,55,10
2011-07-22,23,31,32,39,56,4
2011-07-19,2,9,10,16,35,4
2011-07-15,16,29,30,46,56,6
2011-07-12,3,9,11,44,49,9
2011-07-08,1,2,22,37,50,3
2011-07-05,1,10,13,18,46,19
2011-07-01,12,17,30,35,47,4
2011-06-28,12,17,27,47,48,4
2011-06-24,10,14,40,49,51,4
2011-06-21,11,24,25,31,46,17
2011-06-17,12,29,46,47,51,24
2011-06-14,9,10,20,51,53,24
2011-06-10,18,21,27,37,38,7
2011-06-07,29,32,35,47,52,13
2011-06-03,20,23,41,49,53,3
2011-05-31,28,30,31,37,55,13
2011-05-27,5,7,14,28,56,10
2011-05-24,9,12,21,42,43,3
2011-05-20,10,17,19,45,48,4
2011-05-17,1,2,17,25,48,4
2011-05-13,3,33,39,47,53,9
2011-05-10,11,16,34,40,51,4
2011-05-06,6,18,26,37,41,9
2011-05-03,1,16,29,36,50,16
2011-04-29,9,10,11,33,51,4
2011-04-26,19,29,32,38,55,15
2011-04-22,3,18,46,51,53,17
2011-04-19,20,24,32,45,51,4
2011-04-15,22,23,33,39,48,3
